Year;average_satisfaction_of_red_individuals;average_satisfaction_of_blue_individuals
93515;35.077;36.154
93520;35.231;36.0
93525;35.231;36.154
93530;35.385;36.0
93535;35.385;36.154
93540;35.385;36.154
93545;35.385;36.0
93550;35.385;36.154
93555;35.385;36.0
93560;35.385;36.0
93565;35.231;36.0
93570;35.385;36.0
93575;35.385;36.154
93580;35.538;36.308
93585;35.538;36.308
93590;35.692;36.615
93595;35.692;36.462
93600;35.846;36.462
93605;35.846;36.615
93610;36.0;36.615
93615;36.154;36.462
93620;36.308;36.769
93625;36.308;37.077
93630;36.462;37.385
93635;36.462;37.538
93640;36.308;37.385
93645;36.0;37.385
93650;36.0;37.538
93655;35.692;37.231
93660;35.538;37.077
93665;35.692;37.077
93670;35.692;36.923
93675;35.692;36.923
93680;35.692;37.077
93685;35.692;37.231
93690;35.538;37.231
93695;35.538;36.923
93700;35.692;36.923
93705;35.846;36.923
93710;35.846;36.923
93715;35.846;36.923
93720;35.846;36.769
93725;35.692;36.769
93730;35.692;36.769
93735;35.385;36.769
93740;35.538;36.769
93745;35.538;36.769
93750;35.538;36.923
93755;35.385;36.923
93760;35.538;36.923
93765;35.692;37.231
93770;35.692;37.231
93775;35.692;37.385
93780;35.538;37.385
93785;35.538;37.538
93790;35.538;37.385
93795;35.231;37.385
93800;35.231;37.385
93805;35.231;37.385
93810;35.231;37.231
93815;35.385;37.077
93820;35.385;36.923
93825;35.385;36.923
93830;35.077;36.923
93835;35.077;36.923
93840;35.077;37.077
93845;35.231;37.077
93850;35.385;37.385
93855;35.385;37.538
93860;35.538;37.538
93865;35.538;37.538
93870;35.538;37.385
93875;35.385;37.385
93880;35.231;37.231
93885;35.231;37.231
93890;35.077;37.077
93895;35.538;37.077
93900;35.538;37.077
93905;35.538;36.923
93910;35.231;37.077
93915;35.231;37.077
93920;35.077;37.231
93925;35.231;37.077
93930;34.923;36.769
93935;34.923;36.769
93940;34.923;36.923
93945;35.077;36.769
93950;35.231;36.769
93955;35.231;36.615
93960;35.077;36.308
93965;35.077;36.615
93970;35.077;36.462
93975;35.231;36.462
93980;35.231;36.462
93985;35.231;36.308
93990;35.385;36.308
93995;35.231;36.308
94000;35.077;36.154
94005;35.385;36.308
94010;35.385;36.154
94015;35.385;36.462
94020;35.692;36.154
94025;35.846;36.154
94030;35.692;36.154
94035;35.846;36.154
94040;35.692;36.0
94045;35.538;36.0
94050;35.538;36.0
94055;35.538;36.154
94060;35.692;36.308
94065;35.846;36.308
94070;35.846;36.462
94075;35.846;36.462
94080;36.0;36.462
94085;36.308;36.769
94090;36.308;36.769
94095;36.308;36.769
94100;36.0;36.769
94105;36.0;37.077
94110;36.0;36.769
94115;36.0;36.923
94120;35.846;36.769
94125;35.846;36.615
94130;35.846;36.769
94135;36.0;36.769
94140;35.846;36.923
94145;35.538;36.769
94150;35.231;36.923
94155;35.538;36.615
94160;35.538;36.769
94165;35.538;36.615
94170;35.538;36.308
94175;35.538;36.0
94180;35.692;36.0
94185;35.692;36.0
94190;35.538;36.0
94195;35.538;36.0
94200;35.538;35.846
94205;35.692;35.692
94210;35.846;35.692
94215;36.0;36.0
94220;36.0;36.154
94225;35.846;36.308
94230;35.846;36.308
94235;35.846;36.615
94240;35.692;36.615
94245;35.692;36.615
94250;35.538;36.462
94255;35.692;36.615
94260;35.692;36.769
94265;35.692;36.615
94270;35.692;36.769
94275;35.692;36.615
94280;35.538;36.615
94285;35.538;36.769
94290;35.538;36.769
94295;35.538;36.769
94300;35.846;36.615
94305;35.846;36.769
94310;35.846;36.923
94315;35.692;37.077
94320;35.692;37.077
94325;35.692;36.923
94330;35.692;36.923
94335;35.692;36.923
94340;35.846;36.769
94345;35.846;36.769
94350;35.846;36.615
94355;36.0;36.615
94360;35.692;36.769
94365;35.538;36.923
94370;35.231;37.077
94375;35.231;37.077
94380;35.385;37.077
94385;35.385;36.923
94390;35.385;36.923
94395;35.538;36.923
94400;35.385;36.923
94405;35.231;36.923
94410;35.077;36.923
94415;34.769;36.923
94420;34.769;36.923
94425;34.462;37.077
94430;34.462;37.077
94435;34.462;37.077
94440;34.154;36.923
94445;34.154;36.923
94450;34.308;36.769
94455;34.154;36.923
94460;34.308;36.923
94465;34.154;36.923
94470;34.154;37.077
94475;34.154;37.231
94480;34.308;37.077
94485;34.308;37.231
94490;34.308;37.231
94495;34.462;37.385
94500;34.462;37.231
94505;34.615;36.923
94510;34.615;36.923
94515;34.462;37.077
94520;34.462;36.923
94525;34.462;36.923
94530;34.615;36.923
94535;34.769;36.923
94540;34.769;36.769
94545;34.615;36.615
94550;34.615;36.923
94555;34.923;37.077
94560;34.923;37.231
94565;34.769;37.077
94570;34.769;37.077
94575;34.923;37.077
94580;34.769;37.231
94585;34.769;37.231
94590;34.769;37.385
94595;34.769;37.538
94600;34.923;37.538
94605;34.923;37.692
94610;34.462;37.692
94615;34.462;37.846
94620;34.615;37.692
94625;34.615;37.846
94630;34.923;37.846
94635;34.923;37.692
94640;35.077;37.846
94645;35.077;37.538
94650;35.077;37.231
94655;35.077;37.231
94660;35.077;37.231
94665;34.923;37.385
94670;34.769;37.692
94675;34.923;38.0
94680;35.077;38.154
94685;35.231;38.154
94690;35.231;38.154
94695;35.538;38.154
94700;35.538;38.0
94705;35.538;38.154
94710;35.538;38.308
94715;35.538;38.308
94720;35.538;38.308
94725;35.846;38.462
94730;36.0;38.308
94735;35.846;38.154
94740;35.846;38.154
94745;35.846;38.308
94750;36.0;38.308
94755;36.154;38.615
94760;36.154;38.615
94765;36.0;38.615
94770;36.154;38.462
94775;36.154;38.615
94780;36.154;38.615
94785;36.154;38.615
94790;36.0;38.308
94795;36.0;38.308
94800;36.154;38.154
94805;36.154;38.154
94810;36.154;38.154
94815;36.0;38.154
94820;36.0;38.308
94825;36.0;38.154
94830;36.308;38.154
94835;36.308;38.0
94840;36.615;37.846
94845;36.769;37.692
94850;36.769;37.846
94855;36.923;37.846
94860;36.769;38.154
94865;36.769;37.846
94870;36.615;37.846
94875;36.769;37.538
94880;36.769;37.231
94885;36.923;37.231
94890;36.923;37.077
94895;36.923;37.231
94900;37.077;37.385
94905;37.077;37.692
94910;37.077;37.692
94915;36.769;37.538
94920;36.769;37.538
94925;36.615;37.538
94930;36.615;37.231
94935;36.462;37.231
94940;36.462;37.231
94945;36.615;37.231
94950;36.462;37.231
94955;36.462;37.538
94960;36.308;37.385
94965;36.462;37.385
94970;36.462;37.538
94975;36.462;37.538
94980;36.769;37.538
94985;36.769;37.692
94990;36.923;37.846
94995;37.231;37.692
95000;37.385;37.846
95005;37.385;37.692
95010;37.385;37.538
95015;37.538;37.538
95020;37.538;37.692
95025;37.538;37.692
95030;37.692;37.692
95035;37.538;37.692
95040;37.538;37.846
95045;37.538;37.692
95050;37.538;37.692
95055;37.538;37.538
95060;37.538;37.538
95065;37.692;37.538
95070;37.538;37.538
95075;37.538;37.385
95080;37.538;37.538
95085;37.385;37.385
95090;37.538;37.385
95095;37.385;37.385
95100;37.385;37.385
95105;37.385;37.385
95110;37.538;37.538
95115;37.538;37.692
95120;37.692;37.692
95125;38.0;37.692
95130;37.692;37.846
95135;37.846;38.154
95140;37.846;38.308
95145;37.846;38.308
95150;37.846;38.154
95155;37.846;38.462
95160;38.154;38.462
95165;38.0;38.462
95170;37.846;38.615
95175;38.0;38.462
95180;37.846;38.308
95185;37.846;37.846
95190;38.0;38.0
95195;37.846;38.0
95200;37.692;37.846
95205;37.538;37.538
95210;37.385;37.692
95215;37.846;37.692
95220;37.692;37.846
95225;37.692;37.538
95230;37.538;37.538
95235;37.538;37.231
95240;37.692;37.077
95245;37.692;36.923
95250;37.846;37.077
95255;37.846;37.077
95260;38.0;37.077
95265;38.154;36.769
95270;38.0;36.923
95275;38.154;36.769
95280;38.154;36.615
95285;37.846;36.462
95290;38.0;36.308
95295;38.0;36.308
95300;38.154;36.462
95305;38.308;36.462
95310;38.308;36.308
95315;38.462;36.462
95320;38.615;36.462
95325;38.462;36.154
95330;38.462;36.154
95335;38.462;36.154
95340;38.462;36.154
95345;38.462;35.692
95350;38.462;35.538
95355;38.462;35.538
95360;38.462;35.692
95365;38.615;35.846
95370;38.462;36.0
95375;38.462;36.0
95380;38.462;35.846
95385;38.154;35.846
95390;38.154;35.846
95395;38.154;35.846
95400;38.154;36.0
95405;38.0;36.462
95410;38.0;36.615
95415;38.0;36.615
95420;37.692;36.769
95425;37.846;36.923
95430;37.846;36.923
95435;37.692;36.615
95440;37.692;36.615
95445;37.692;36.615
95450;38.0;36.769
95455;38.0;36.462
95460;38.0;36.462
95465;38.154;36.615
95470;38.0;36.615
95475;38.154;36.769
95480;38.154;36.923
95485;38.615;36.923
95490;38.769;36.769
95495;39.077;36.769
95500;39.077;36.615
95505;38.923;36.923
95510;38.923;36.923
95515;38.923;36.769
95520;38.923;36.615
95525;38.923;36.769
95530;38.769;36.615
95535;38.615;36.462
95540;38.769;36.308
95545;38.615;36.308
95550;38.615;36.462
95555;38.615;36.308
95560;38.462;36.308
95565;38.308;36.462
95570;38.308;36.615
95575;38.462;36.615
95580;38.615;36.615
95585;38.615;36.769
95590;38.615;36.615
95595;38.615;36.462
95600;38.615;36.462
95605;38.769;36.462
95610;38.923;36.308
95615;39.077;36.462
95620;38.923;36.462
95625;38.769;36.462
95630;39.077;36.462
95635;39.077;36.615
95640;39.231;36.769
95645;39.538;36.769
95650;39.538;36.923
95655;39.538;37.077
95660;39.692;36.923
95665;40.0;36.923
95670;40.154;36.923
95675;40.308;37.077
95680;40.308;37.077
95685;40.154;37.077
95690;40.154;37.077
95695;40.154;37.231
95700;40.154;37.231
95705;40.154;37.077
95710;40.0;36.923
95715;40.308;36.769
95720;40.308;36.769
95725;40.0;36.615
95730;40.0;36.462
95735;40.0;36.615
95740;39.692;36.769
95745;39.692;36.769
95750;39.692;36.923
95755;39.692;37.231
95760;39.538;37.385
95765;39.538;37.385
95770;39.385;37.385
95775;39.385;37.538
95780;39.385;37.538
95785;39.385;37.385
95790;39.385;37.538
95795;39.692;37.538
95800;39.538;37.538
95805;39.538;37.538
95810;39.538;37.538
95815;39.538;37.846
95820;39.385;37.692
95825;39.538;38.0
95830;39.538;38.154
95835;39.538;38.154
95840;39.538;38.308
95845;39.385;38.308
95850;39.385;38.154
95855;39.538;38.308
95860;39.538;38.615
95865;39.538;38.769
95870;39.538;38.769
95875;39.385;38.923
95880;39.231;38.462
95885;39.231;38.462
95890;39.231;38.615
95895;39.077;38.615
95900;39.385;38.615
95905;39.538;38.615
95910;39.385;38.462
95915;39.385;38.615
95920;39.385;38.615
95925;39.231;38.615
95930;39.077;38.923
95935;39.231;38.923
95940;39.077;38.923
95945;39.692;38.923
95950;39.692;39.077
95955;39.385;39.077
95960;39.385;39.385
95965;39.692;39.385
95970;39.846;39.385
95975;39.692;39.231
95980;39.692;39.231
95985;39.692;39.231
95990;39.692;39.077
95995;39.692;39.077
96000;39.538;39.077
96005;39.385;39.077
96010;39.538;39.077
96015;39.385;39.231
96020;39.231;39.231
96025;39.077;39.231
96030;39.077;39.231
96035;39.077;39.077
96040;38.923;39.231
96045;38.615;39.077
96050;38.462;39.077
96055;38.462;39.231
96060;38.769;39.231
96065;38.615;39.231
96070;38.615;39.077
96075;38.615;39.231
96080;38.462;39.538
96085;38.462;39.538
96090;38.462;39.538
96095;38.462;39.385
96100;38.615;39.077
96105;38.615;39.077
96110;38.308;39.077
96115;38.462;39.077
96120;38.154;39.231
96125;38.0;38.923
96130;37.846;38.923
96135;37.846;38.923
96140;37.538;38.923
96145;37.538;38.923
96150;37.385;39.231
96155;37.385;39.231
96160;37.385;39.231
96165;37.385;39.231
96170;37.385;39.077
96175;37.385;39.077
96180;37.385;38.769
96185;37.385;38.769
96190;37.538;38.769
96195;37.538;38.769
96200;37.385;38.769
96205;37.077;38.769
96210;37.077;38.769
96215;37.231;38.769
96220;37.231;39.077
96225;37.231;38.923
96230;37.231;38.923
96235;37.231;38.769
96240;37.077;38.769
96245;37.231;38.615
96250;37.077;38.615
96255;37.077;38.923
96260;36.769;38.769
96265;36.923;38.769
96270;36.923;38.769
96275;36.769;38.769
96280;36.769;38.769
96285;36.615;38.769
96290;36.769;38.769
96295;36.769;38.769
96300;36.769;38.615
96305;36.769;38.462
96310;36.615;38.462
96315;36.615;38.308
96320;36.769;38.462
96325;36.154;38.462
96330;36.154;38.615
96335;35.846;38.615
96340;35.846;38.615
96345;35.846;38.615
96350;35.846;38.615
96355;35.692;38.615
96360;35.846;38.615
96365;36.0;38.615
96370;36.0;38.462
96375;36.154;38.154
96380;36.154;38.154
96385;36.154;38.154
96390;36.154;38.154
96395;36.154;38.308
96400;36.154;38.462
96405;36.308;38.462
96410;36.154;38.615
96415;36.154;38.615
96420;36.154;38.769
96425;36.308;38.769
96430;36.462;38.769
96435;36.308;38.923
96440;36.154;39.077
96445;36.0;38.923
96450;36.0;38.615
96455;36.0;38.462
96460;35.846;38.462
96465;35.846;38.462
96470;35.846;38.308
96475;36.0;38.308
96480;36.0;38.308
96485;36.154;38.308
96490;36.308;38.308
96495;36.308;38.308
96500;36.308;38.462
96505;36.462;38.462
96510;36.308;38.462
96515;36.308;38.462
96520;36.0;38.462
96525;36.154;38.308
96530;36.154;38.154
96535;35.846;38.308
96540;35.692;38.154
96545;35.385;38.154
96550;35.385;38.154
96555;35.385;38.0
96560;35.385;37.846
96565;35.385;37.846
96570;35.538;37.846
96575;35.538;37.846
96580;35.538;37.692
96585;35.385;37.385
96590;35.077;37.231
96595;34.923;37.385
96600;34.923;37.385
96605;35.077;37.385
96610;35.077;37.385
96615;35.231;37.538
96620;35.077;37.538
96625;35.231;37.538
96630;35.231;37.385
96635;35.231;37.385
96640;35.231;37.538
96645;35.231;37.538
96650;35.231;37.538
96655;35.385;37.692
96660;35.231;37.692
96665;35.077;37.846
96670;35.231;37.692
96675;35.385;37.538
96680;35.385;37.385
96685;35.385;37.231
96690;35.385;37.231
96695;35.231;37.231
96700;34.923;37.231
96705;34.923;37.385
96710;34.923;37.231
96715;34.769;37.231
96720;34.615;37.231
96725;34.923;37.077
96730;34.923;37.077
96735;34.923;37.077
96740;34.923;37.077
96745;34.923;37.077
96750;34.923;37.077
96755;34.923;37.231
96760;34.769;37.385
96765;34.769;37.538
96770;34.769;37.538
96775;34.923;37.538
96780;34.769;37.692
96785;34.769;37.692
96790;34.769;37.692
96795;34.769;37.846
96800;34.923;38.0
96805;34.923;38.154
96810;34.923;37.846
96815;34.769;37.846
96820;34.769;38.0
96825;35.077;38.154
96830;34.923;38.154
96835;34.923;38.154
96840;34.769;38.308
96845;34.615;38.308
96850;34.615;38.154
96855;34.769;38.154
96860;34.462;38.154
96865;34.615;38.154
96870;34.769;38.154
96875;34.769;38.154
96880;35.077;38.154
96885;35.231;37.846
96890;35.385;37.846
96895;35.385;38.0
96900;35.231;38.154
96905;35.231;37.846
96910;35.231;37.692
96915;35.077;37.692
96920;35.077;37.692
96925;35.231;37.846
96930;35.231;37.846
96935;35.231;37.846
96940;35.077;38.0
96945;35.231;37.692
96950;35.231;38.0
96955;35.231;38.0
96960;35.385;38.154
96965;35.538;38.308
96970;35.538;38.308
96975;35.385;38.308
96980;35.385;38.462
96985;35.385;38.462
96990;35.538;38.154
96995;35.385;37.846
97000;35.231;37.846
97005;35.231;38.154
97010;35.077;38.154
97015;34.769;38.154
97020;34.923;38.0
97025;34.923;38.308
97030;34.769;38.308
97035;34.923;38.308
97040;35.077;38.308
97045;35.231;38.154
97050;35.231;38.154
97055;34.769;38.154
97060;34.769;38.154
97065;35.077;38.154
97070;35.231;38.154
97075;35.077;38.154
97080;35.231;38.154
97085;35.385;38.0
97090;35.538;38.0
97095;35.538;38.154
97100;35.692;38.0
97105;35.538;37.846
97110;35.538;38.0
97115;35.538;37.846
97120;35.538;37.692
97125;35.538;37.846
97130;35.385;37.846
97135;35.077;37.846
97140;35.231;37.538
97145;35.385;37.538
97150;35.077;37.538
97155;35.231;37.692
97160;35.077;37.692
97165;34.923;37.385
97170;34.923;37.231
97175;34.923;37.385
97180;34.769;37.538
97185;34.923;37.385
97190;35.077;37.385
97195;35.231;37.538
97200;35.385;37.692
97205;35.538;37.692
97210;35.538;37.692
97215;35.692;37.538
97220;35.385;37.692
97225;35.385;37.538
97230;35.231;37.692
97235;35.231;37.846
97240;35.231;38.0
97245;35.538;37.846
97250;35.538;37.846
97255;35.538;37.846
97260;35.538;38.0
97265;35.538;38.0
97270;35.692;37.846
97275;35.538;38.0
97280;35.692;38.154
97285;35.846;38.154
97290;36.0;38.462
97295;36.0;38.462
97300;36.0;38.462
97305;35.846;38.308
97310;36.0;38.308
97315;36.308;38.308
97320;36.462;38.308
97325;36.615;38.0
97330;36.615;38.0
97335;36.615;38.0
97340;36.769;38.0
97345;36.923;38.154
97350;37.077;38.154
97355;37.077;38.154
97360;37.231;38.308
97365;37.231;38.308
97370;37.231;38.462
97375;37.385;38.308
97380;37.538;38.308
97385;37.538;38.615
97390;37.692;38.462
97395;37.846;38.615
97400;37.692;38.615
97405;37.846;38.615
97410;37.692;38.923
97415;37.692;38.923
97420;37.846;39.077
97425;37.846;39.231
97430;37.846;39.385
97435;37.538;39.385
97440;37.385;39.231
97445;37.231;39.231
97450;37.231;39.077
97455;37.231;39.077
97460;37.231;39.231
97465;37.385;39.231
97470;37.385;39.231
97475;37.846;39.385
97480;37.692;39.385
97485;37.692;39.231
97490;37.385;39.077
97495;37.538;39.077
97500;37.692;38.923
97505;37.692;38.769
97510;38.0;38.769
97515;38.0;38.923
97520;37.846;38.769
97525;37.846;38.615
97530;37.846;38.462
97535;37.692;38.462
97540;37.538;38.308
97545;37.538;38.0
97550;37.385;37.846
97555;37.231;37.846
97560;37.231;38.0
97565;37.077;38.0
97570;37.231;38.0
97575;37.077;37.846
97580;37.077;37.692
97585;36.769;37.692
97590;36.615;37.538
97595;36.615;37.692
97600;36.615;38.0
97605;36.615;38.0
97610;36.769;38.0
97615;36.923;38.0
97620;37.077;37.846
97625;37.077;38.0
97630;36.923;37.692
97635;36.923;37.692
97640;36.769;37.385
97645;36.769;37.231
97650;36.923;37.385
97655;36.923;37.385
97660;36.769;37.231
97665;36.769;37.077
97670;36.769;37.077
97675;36.769;37.077
97680;36.615;37.077
97685;36.462;37.231
97690;36.462;37.077
97695;36.462;37.077
97700;36.308;37.077
97705;36.154;37.231
97710;36.154;37.231
97715;36.154;37.231
97720;36.0;37.231
97725;36.0;37.231
97730;36.154;37.231
97735;36.308;37.077
97740;36.308;36.769
97745;36.308;36.769
97750;36.308;36.769
97755;36.308;36.615
97760;36.308;36.615
97765;36.154;36.615
97770;36.154;36.923
97775;36.0;36.769
97780;36.154;36.923
97785;36.462;36.769
97790;36.308;36.615
97795;36.308;36.462
97800;36.308;36.462
97805;36.308;36.462
97810;36.308;36.769
97815;36.308;36.769
97820;36.615;36.769
97825;36.615;36.769
97830;36.769;36.769
97835;36.769;36.769
97840;36.615;36.769
97845;36.615;36.923
97850;36.769;36.923
97855;36.769;36.923
97860;36.769;37.077
97865;36.769;36.923
97870;36.615;36.769
97875;36.615;36.923
97880;36.462;36.923
97885;36.308;36.615
97890;36.154;36.769
97895;36.154;36.923
97900;36.462;36.769
97905;36.462;36.923
97910;36.462;37.077
97915;36.615;37.231
97920;36.615;37.231
97925;36.462;37.385
97930;36.615;37.231
97935;36.769;37.077
97940;36.769;36.923
97945;36.769;36.615
97950;36.615;36.462
97955;36.615;36.308
97960;36.769;36.154
97965;36.769;36.615
97970;36.769;36.615
97975;36.769;36.615
97980;36.769;36.615
97985;36.923;36.615
97990;36.615;36.615
97995;36.615;36.462
98000;36.462;36.462
98005;36.615;36.462
98010;36.769;36.462
98015;37.077;36.462
98020;37.077;36.308
98025;36.923;36.308
98030;36.769;36.154
98035;36.769;36.154
98040;36.769;35.846
98045;36.462;35.846
98050;36.462;36.0
98055;36.462;36.308
98060;36.462;36.462
98065;36.462;36.462
98070;36.462;36.462
98075;36.308;36.462
98080;36.462;36.462
98085;36.462;36.462
98090;36.769;36.462
98095;36.615;36.308
98100;36.462;36.615
98105;36.462;36.615
98110;36.462;36.308
98115;36.308;36.308
98120;36.308;36.615
98125;36.308;36.462
98130;36.308;36.462
98135;36.308;36.308
98140;36.154;36.615
98145;35.692;36.769
98150;35.692;36.923
98155;35.692;36.923
98160;35.846;36.923
98165;35.692;36.923
98170;35.846;36.769
98175;36.0;36.923
98180;35.846;36.923
98185;35.846;37.077
98190;35.846;37.077
98195;35.846;37.231
98200;35.846;37.077
98205;35.846;37.077
98210;35.846;37.077
98215;36.0;37.077
98220;36.0;36.769
98225;35.846;37.077
98230;35.846;37.538
98235;35.692;37.538
98240;35.692;37.692
98245;35.692;37.538
98250;35.692;37.385
98255;35.692;37.231
98260;35.538;36.923
98265;35.538;36.769
98270;35.385;36.769
98275;35.385;36.923
98280;35.385;36.923
98285;35.385;36.769
98290;35.385;36.923
98295;35.385;36.769
98300;35.385;36.769
98305;35.231;36.769
98310;35.231;36.769
98315;35.077;36.923
98320;35.077;36.769
98325;34.923;36.769
98330;34.923;36.769
98335;35.077;36.923
98340;34.769;36.769
98345;34.769;36.923
98350;34.615;36.769
98355;34.462;36.769
98360;34.308;36.769
98365;34.154;36.769
98370;34.0;36.769
98375;34.0;36.923
98380;34.0;37.077
98385;34.0;37.231
98390;34.0;37.077
98395;34.0;36.923
98400;34.0;37.077
98405;34.0;37.077
98410;33.846;36.923
98415;33.846;36.769
98420;33.538;36.769
98425;33.538;36.769
98430;33.692;36.769
98435;33.692;37.077
98440;34.0;37.231
98445;33.846;37.385
98450;33.846;37.231
98455;33.692;37.538
98460;33.385;37.538
98465;33.077;37.538
98470;33.231;37.538
98475;33.231;37.385
98480;33.385;37.231
98485;33.385;37.231
98490;33.231;37.385
98495;33.077;37.077
98500;33.077;37.077
98505;33.231;37.077
98510;33.231;36.923
98515;33.231;36.923
98520;33.231;36.923
98525;33.231;36.923
98530;33.231;37.077
98535;33.231;36.923
98540;33.077;37.077
98545;33.231;37.077
98550;33.077;37.231
98555;33.077;37.231
98560;32.923;37.231
98565;32.923;37.385
98570;33.077;37.385
98575;33.077;37.538
98580;33.231;37.692
